"token" "subject" "word" "group" "language" "cons" "stress" "vot" "cog" "sd" "skew" "kurt" "cm"
"3099" "NSP_lauraMartinez_tabaco_spanish_1262" "lauraMar" "tabaco" "Spanish" "Spanish" "t" "unstressed" 13.31 535.38 661.78 7.58 94.61 2195878829.24
"3100" "NSP_lauraMartinez_tabaco_spanish_1266" "lauraMar" "tabaco" "Spanish" "Spanish" "t" "unstressed" 13.14 602.52 652.76 7.26 95.59 2019727631.44
"3101" "NSP_lauraMartinez_taberna_spanish_1114" "lauraMar" "taberna" "Spanish" "Spanish" "t" "unstressed" 15.73 439.14 1001.45 6.42 54.42 6444712722.95
"3102" "NSP_lauraMartinez_taberna_spanish_1170" "lauraMar" "taberna" "Spanish" "Spanish" "t" "unstressed" 17.91 984.62 1350.79 3.7 21.62 9114852920.38
"3103" "NSP_lauraMartinez_taberna_spanish_1180" "lauraMar" "taberna" "Spanish" "Spanish" "t" "unstressed" 16.26 720.04 1232.09 3.74 23.05 6989896708.14
"3104" "NSP_lauraMartinez_tabla_spanish_1004" "lauraMar" "tabla" "Spanish" "Spanish" "t" "stressed" 17.56 1799.69 2095.8 2.14 5.17 19697853576.02
"3105" "NSP_lauraMartinez_tabla_spanish_1202" "lauraMar" "tabla" "Spanish" "Spanish" "t" "stressed" 14.97 611.59 591.77 7.43 101.38 1539725160.95
"3106" "NSP_lauraMartinez_tabla_spanish_1296" "lauraMar" "tabla" "Spanish" "Spanish" "t" "stressed" 11.4 588.32 761.37 8.39 89.13 3702321658.55
"3107" "NSP_lauraMartinez_tactil_spanish_1138" "lauraMar" "tactil" "Spanish" "Spanish" "t" "stressed" 18.22 736.93 1168.7 4.56 28.54 7277336992.34
"3108" "NSP_lauraMartinez_tactil_spanish_1164" "lauraMar" "tactil" "Spanish" "Spanish" "t" "stressed" 15.15 457.86 912.21 7.07 64.96 5366201458.27
"3109" "NSP_lauraMartinez_tactil_spanish_1166" "lauraMar" "tactil" "Spanish" "Spanish" "t" "stressed" 17.95 961.22 1284.2 4 25.37 8465689624.85
"3110" "NSP_lauraMartinez_tamano_spanish_1008" "lauraMar" "tamano" "Spanish" "Spanish" "t" "unstressed" 18.43 1164.54 1599.36 3.48 15.69 14221755684.63
"3111" "NSP_lauraMartinez_tamano_spanish_1198" "lauraMar" "tamano" "Spanish" "Spanish" "t" "unstressed" 14.67 597.06 753.99 9.08 103.97 3892487250.8
"3112" "NSP_lauraMartinez_tamano_spanish_1258" "lauraMar" "tamano" "Spanish" "Spanish" "t" "unstressed" 11.02 565.99 536.58 8.42 126.31 1301572845.63
"3113" "NSP_lauraMartinez_tambien_spanish_1012" "lauraMar" "tambien" "Spanish" "Spanish" "t" "unstressed" 14.6 672.23 1368.62 4.31 24.13 11061719867.84
"3114" "NSP_lauraMartinez_tambien_spanish_1082" "lauraMar" "tambien" "Spanish" "Spanish" "t" "unstressed" 22.43 866.59 1464.42 4.15 21.25 13037163934.9
"3115" "NSP_lauraMartinez_tambien_spanish_1234" "lauraMar" "tambien" "Spanish" "Spanish" "t" "unstressed" 11.83 593.27 475.5 7.74 129.34 832268889.09
"3116" "NSP_lauraMartinez_tampoco_spanish_1024" "lauraMar" "tampoco" "Spanish" "Spanish" "t" "unstressed" 20.92 1479.31 1736.93 1.6 3.37 8381765680.29
"3117" "NSP_lauraMartinez_tampoco_spanish_1066" "lauraMar" "tampoco" "Spanish" "Spanish" "t" "unstressed" 22.66 529.16 915.79 5.91 58.98 4540780033.4
"3118" "NSP_lauraMartinez_tampoco_spanish_1206" "lauraMar" "tampoco" "Spanish" "Spanish" "t" "unstressed" 12 587.66 521.3 7.45 113.58 1054927382.26
"3119" "NSP_lauraMartinez_tanque_spanish_1122" "lauraMar" "tanque" "Spanish" "Spanish" "t" "stressed" 12.35 617.46 567.24 6.34 82.55 1157320115.3
"3120" "NSP_lauraMartinez_tanque_spanish_1254" "lauraMar" "tanque" "Spanish" "Spanish" "t" "stressed" 11.78 722.3 1121.54 5.71 38.8 8060699623.91
"3121" "NSP_lauraMartinez_tanque_spanish_1284" "lauraMar" "tanque" "Spanish" "Spanish" "t" "stressed" 16.07 1177.55 1597.39 2.89 11.09 11785224191.28
"3122" "NSP_lauraMartinez_tanto_spanish_1034" "lauraMar" "tanto" "Spanish" "Spanish" "t" "stressed" 17.04 743.81 1352.04 4.57 25.97 11290185803.04
"3123" "NSP_lauraMartinez_tanto_spanish_1052" "lauraMar" "tanto" "Spanish" "Spanish" "t" "stressed" 13.79 592.04 737.12 7.24 75.32 2898068281.59
"3124" "NSP_lauraMartinez_tanto_spanish_1218" "lauraMar" "tanto" "Spanish" "Spanish" "t" "stressed" 15.6 936.98 1350.46 3.97 20.27 9782614144.5
"3125" "NSP_lauraMartinez_taza_spanish_1022" "lauraMar" "taza" "Spanish" "Spanish" "t" "stressed" 16.66 785.21 1334.03 5.02 29.02 11923404287.88
"3126" "NSP_lauraMartinez_taza_spanish_1204" "lauraMar" "taza" "Spanish" "Spanish" "t" "stressed" 11.33 524.48 802.54 8.41 88.53 4346671074.58
"3127" "NSP_lauraMartinez_taza_spanish_1256" "lauraMar" "taza" "Spanish" "Spanish" "t" "stressed" 13.66 572.92 796.78 7.86 85.68 3973949856.91
"3128" "NSP_lauraRayo_daba_spanish_1028" "lauraRay" "daba" "Spanish" "Spanish" "d" "stressed" -91.52 661.21 475.14 5.59 79.01 599355812.25
"3129" "NSP_lauraRayo_daba_spanish_1058" "lauraRay" "daba" "Spanish" "Spanish" "d" "stressed" -67.6 721.2 487.94 3.14 30.05 364223624.06
"3130" "NSP_lauraRayo_daba_spanish_1238" "lauraRay" "daba" "Spanish" "Spanish" "d" "stressed" -36.14 435.12 411.79 12.55 277.46 876389260.3
"3131" "NSP_lauraRayo_daga_spanish_1030" "lauraRay" "daga" "Spanish" "Spanish" "d" "stressed" -42.2 629.01 324.85 4.95 75.23 169823398.54
"3132" "NSP_lauraRayo_daga_spanish_1068" "lauraRay" "daga" "Spanish" "Spanish" "d" "stressed" -75.5 661.89 486.29 4.71 59.67 541683752.73
"3133" "NSP_lauraRayo_daga_spanish_1124" "lauraRay" "daga" "Spanish" "Spanish" "d" "stressed" -55.51 779.11 1276.06 4.5 25.09 9343561386.74
"3134" "NSP_lauraRayo_daltonico_spanish_1192" "lauraRay" "daltonico" "Spanish" "Spanish" "d" "unstressed" 24.84 2198.02 2089.6 1.88 4.41 17138853103.87
"3135" "NSP_lauraRayo_daltonico_spanish_1208" "lauraRay" "daltonico" "Spanish" "Spanish" "d" "unstressed" -49.09 668.21 427.79 5.71 68.97 447408411.98
"3136" "NSP_lauraRayo_daltonico_spanish_1236" "lauraRay" "daltonico" "Spanish" "Spanish" "d" "unstressed" -29.06 609.73 721.5 6.43 69.76 2414589507.05
"3137" "NSP_lauraRayo_dama_spanish_1014" "lauraRay" "dama" "Spanish" "Spanish" "d" "stressed" -61.77 657.93 1042.52 5.6 42.89 6350191533.34
"3138" "NSP_lauraRayo_dama_spanish_1220" "lauraRay" "dama" "Spanish" "Spanish" "d" "stressed" -54.1 551.29 520.24 8.43 115.91 1186387474.42
"3139" "NSP_lauraRayo_dama_spanish_1234" "lauraRay" "dama" "Spanish" "Spanish" "d" "stressed" 0 449.48 372.12 8.17 117.09 421036697.36
"3140" "NSP_lauraRayo_danar_spanish_1066" "lauraRay" "danar" "Spanish" "Spanish" "d" "unstressed" -32.82 733.59 1251.57 3.54 15.34 6933329190.91
"3141" "NSP_lauraRayo_danar_spanish_1226" "lauraRay" "danar" "Spanish" "Spanish" "d" "unstressed" -57.85 952.34 1740.06 3.63 14.51 19119121444.08
"3142" "NSP_lauraRayo_danar_spanish_1286" "lauraRay" "danar" "Spanish" "Spanish" "d" "unstressed" 25.38 1607.54 2347.88 2.52 6.23 32599788915.88
"3143" "NSP_lauraRayo_danesa_spanish_1188" "lauraRay" "danesa" "Spanish" "Spanish" "d" "unstressed" -47.72 506.03 399.05 10.94 228.33 695226804.1
"3144" "NSP_lauraRayo_danesa_spanish_1228" "lauraRay" "danesa" "Spanish" "Spanish" "d" "unstressed" -30.98 430.06 758.73 8.8 101.31 3844360366.25
"3145" "NSP_lauraRayo_danesa_spanish_1278" "lauraRay" "danesa" "Spanish" "Spanish" "d" "unstressed" -63.29 717.78 918.66 4.82 29.98 3739957856.67
"3146" "NSP_lauraRayo_danino_spanish_1168" "lauraRay" "danino" "Spanish" "Spanish" "d" "unstressed" 8.65 496.19 439.28 16.89 500.38 1431419420.59
"3147" "NSP_lauraRayo_danino_spanish_1256" "lauraRay" "danino" "Spanish" "Spanish" "d" "unstressed" -37.32 1132.38 1972.93 3.53 14.24 27091260544.24
"3148" "NSP_lauraRayo_danino_spanish_1262" "lauraRay" "danino" "Spanish" "Spanish" "d" "unstressed" -19.39 416.45 383.65 18.06 529.89 1019730817.34
"3149" "NSP_lauraRayo_dano_spanish_1010" "lauraRay" "dano" "Spanish" "Spanish" "d" "stressed" -51.37 539.22 1156.46 5.74 38.67 8883331331.11
"3150" "NSP_lauraRayo_dano_spanish_1108" "lauraRay" "dano" "Spanish" "Spanish" "d" "stressed" -37.14 602.01 501.57 5.59 72.19 705241997.26
"3151" "NSP_lauraRayo_dano_spanish_1186" "lauraRay" "dano" "Spanish" "Spanish" "d" "stressed" -38.69 457.5 531.74 10.88 168.03 1635373732.41
"3152" "NSP_lauraRayo_danza_spanish_1162" "lauraRay" "danza" "Spanish" "Spanish" "d" "stressed" 13.02 590.18 385.49 7.47 132.87 428153039.68
"3153" "NSP_lauraRayo_danza_spanish_1196" "lauraRay" "danza" "Spanish" "Spanish" "d" "stressed" -53.73 2541.12 2527.1 1.71 3.42 27534399592.23
"3154" "NSP_lauraRayo_danza_spanish_1198" "lauraRay" "danza" "Spanish" "Spanish" "d" "stressed" -20.73 577.46 450.89 5.79 80.23 530532252.81
"3155" "NSP_lauraRayo_danzar_spanish_1072" "lauraRay" "danzar" "Spanish" "Spanish" "d" "unstressed" -48.32 517.1 917.56 7.17 66.14 5539734674.91
"3156" "NSP_lauraRayo_danzar_spanish_1126" "lauraRay" "danzar" "Spanish" "Spanish" "d" "unstressed" -30.21 598.66 418.32 6.74 101.63 493101647.77
"3157" "NSP_lauraRayo_danzar_spanish_1182" "lauraRay" "danzar" "Spanish" "Spanish" "d" "unstressed" -42.77 405.22 432.74 12.32 244.04 998488330.91
"3158" "NSP_lauraRayo_tabaco_spanish_1078" "lauraRay" "tabaco" "Spanish" "Spanish" "t" "unstressed" 16.07 1362.61 2051.87 2.99 10.29 25844216741.14
"3159" "NSP_lauraRayo_tabaco_spanish_1242" "lauraRay" "tabaco" "Spanish" "Spanish" "t" "unstressed" 19.37 1057.53 2122.12 3.67 14.49 35120312071.73
"3160" "NSP_lauraRayo_tabaco_spanish_1248" "lauraRay" "tabaco" "Spanish" "Spanish" "t" "unstressed" 18.24 861.19 1423.89 4.17 22.28 12042514159.69
"3161" "NSP_lauraRayo_taberna_spanish_1004" "lauraRay" "taberna" "Spanish" "Spanish" "t" "unstressed" 15.2 1063.63 1518.17 3.54 18.38 12372793376.61
"3162" "NSP_lauraRayo_taberna_spanish_1288" "lauraRay" "taberna" "Spanish" "Spanish" "t" "unstressed" 14.26 580.38 899.85 7.77 73.39 5660731799.58
"3163" "NSP_lauraRayo_taberna_spanish_1290" "lauraRay" "taberna" "Spanish" "Spanish" "t" "unstressed" 18.22 1575.56 2368.77 2.74 8.25 36480925931.11
"3164" "NSP_lauraRayo_tabla_spanish_1002" "lauraRay" "tabla" "Spanish" "Spanish" "t" "stressed" 23.04 2747.75 2521.61 2.19 7.35 35124142618
"3165" "NSP_lauraRayo_tabla_spanish_1062" "lauraRay" "tabla" "Spanish" "Spanish" "t" "stressed" 13.05 1284.46 1856.77 2.71 8.04 17348373153.85
"3166" "NSP_lauraRayo_tabla_spanish_1274" "lauraRay" "tabla" "Spanish" "Spanish" "t" "stressed" 12.49 758.69 601.84 4.65 47.74 1012791828.52
"3167" "NSP_lauraRayo_tactil_spanish_1090" "lauraRay" "tactil" "Spanish" "Spanish" "t" "stressed" 12.32 718.57 648.17 5.92 63.68 1611901506.93
"3168" "NSP_lauraRayo_tactil_spanish_1164" "lauraRay" "tactil" "Spanish" "Spanish" "t" "stressed" 14.28 796.32 1143.67 5.56 39.24 8319821415.27
"3169" "NSP_lauraRayo_tactil_spanish_1270" "lauraRay" "tactil" "Spanish" "Spanish" "t" "stressed" 11.75 657.7 492.4 5.97 78.55 712902351.28
"3170" "NSP_lauraRayo_tamano_spanish_1048" "lauraRay" "tamano" "Spanish" "Spanish" "t" "unstressed" 20.01 1589.29 2046.25 2.27 6.19 19483046762.88
"3171" "NSP_lauraRayo_tamano_spanish_1074" "lauraRay" "tamano" "Spanish" "Spanish" "t" "unstressed" 14.82 1183.89 1785.19 3.41 14.99 19377263113.14
"3172" "NSP_lauraRayo_tamano_spanish_1106" "lauraRay" "tamano" "Spanish" "Spanish" "t" "unstressed" 13.72 911.85 1681.86 4.1 19.06 19497115381.51
"3173" "NSP_lauraRayo_tambien_spanish_1076" "lauraRay" "tambien" "Spanish" "Spanish" "t" "unstressed" 13.74 704.77 985.42 4.98 35.18 4769394933.22
"3174" "NSP_lauraRayo_tambien_spanish_1088" "lauraRay" "tambien" "Spanish" "Spanish" "t" "unstressed" 15.78 1399.29 1910.25 2.88 9.43 20093328927.47
"3175" "NSP_lauraRayo_tambien_spanish_1206" "lauraRay" "tambien" "Spanish" "Spanish" "t" "unstressed" 17.75 1241.88 2022.24 3.92 20.97 32399916116.53
"3176" "NSP_lauraRayo_tampoco_spanish_1016" "lauraRay" "tampoco" "Spanish" "Spanish" "t" "unstressed" 29.41 4479.19 3537.22 0.27 -1.11 11931331635.91
"3177" "NSP_lauraRayo_tampoco_spanish_1184" "lauraRay" "tampoco" "Spanish" "Spanish" "t" "unstressed" 18.61 2177.2 2138.65 2.03 4.6 19893163953.04
"3178" "NSP_lauraRayo_tampoco_spanish_1250" "lauraRay" "tampoco" "Spanish" "Spanish" "t" "unstressed" 22.46 1822.83 2275.28 2.47 6.52 29138236017.22
"3179" "NSP_lauraRayo_tanque_spanish_1120" "lauraRay" "tanque" "Spanish" "Spanish" "t" "stressed" 14.36 657.97 727.26 7.44 76.19 2863648532.23
"3180" "NSP_lauraRayo_tanque_spanish_1130" "lauraRay" "tanque" "Spanish" "Spanish" "t" "stressed" 12.41 663.97 879.07 6.99 59.91 4745028959.02
"3181" "NSP_lauraRayo_tanque_spanish_1172" "lauraRay" "tanque" "Spanish" "Spanish" "t" "stressed" 15 848.84 1342.5 4.77 27.82 11551418470.24
"3182" "NSP_lauraRayo_tanto_spanish_1096" "lauraRay" "tanto" "Spanish" "Spanish" "t" "stressed" 13.07 805.54 1039.92 4.91 32.95 5526185542.52
"3183" "NSP_lauraRayo_tanto_spanish_1104" "lauraRay" "tanto" "Spanish" "Spanish" "t" "stressed" 13.45 727.9 652.1 7.29 92.36 2020875700
"3184" "NSP_lauraRayo_tanto_spanish_1152" "lauraRay" "tanto" "Spanish" "Spanish" "t" "stressed" 12.33 593.57 687.55 8.75 107.53 2843819982.83
"3185" "NSP_lauraRayo_taza_spanish_1034" "lauraRay" "taza" "Spanish" "Spanish" "t" "stressed" 16.42 997.66 1729.22 3.7 14.33 19132478410.07
"3186" "NSP_lauraRayo_taza_spanish_1118" "lauraRay" "taza" "Spanish" "Spanish" "t" "stressed" 9.14 685.87 413.67 5.79 89.53 409914450
"3187" "NSP_lauraRayo_taza_spanish_1138" "lauraRay" "taza" "Spanish" "Spanish" "t" "stressed" 15.48 1125.52 1573.49 3.11 12.02 12129918889.69
"3188" "NSP_margalidaFornes_daba_spanish_1054" "margalid" "daba" "Spanish" "Spanish" "d" "stressed" -74.23 675.09 543.2 4.89 46.62 783288621.21
"3189" "NSP_margalidaFornes_daba_spanish_1216" "margalid" "daba" "Spanish" "Spanish" "d" "stressed" -51.27 629.84 540.29 5.37 46.85 846542001.26
"3190" "NSP_margalidaFornes_daba_spanish_1270" "margalid" "daba" "Spanish" "Spanish" "d" "stressed" -45.55 679.21 632.84 3.62 21.97 916820551.47
"3191" "NSP_margalidaFornes_daga_spanish_1070" "margalid" "daga" "Spanish" "Spanish" "d" "stressed" -46.42 329.18 866.74 7.91 70.96 5148800464.32
"3192" "NSP_margalidaFornes_daga_spanish_1152" "margalid" "daga" "Spanish" "Spanish" "d" "stressed" -64.22 549.86 424.17 6.91 108.94 527290409.45
"3193" "NSP_margalidaFornes_daga_spanish_1246" "margalid" "daga" "Spanish" "Spanish" "d" "stressed" -62.81 620.5 580.72 4.17 29.86 816063403.38
"3194" "NSP_margalidaFornes_daltonico_spanish_1024" "margalid" "daltonico" "Spanish" "Spanish" "d" "unstressed" -64.38 554.72 371.96 7.47 135.86 384589402.6
"3195" "NSP_margalidaFornes_daltonico_spanish_1048" "margalid" "daltonico" "Spanish" "Spanish" "d" "unstressed" -48.75 595.73 408.03 5.67 74.84 385170630.5
"3196" "NSP_margalidaFornes_daltonico_spanish_1172" "margalid" "daltonico" "Spanish" "Spanish" "d" "unstressed" -43.57 604.84 409.63 4.09 38.83 281452715.86
"3197" "NSP_margalidaFornes_dama_spanish_1058" "margalid" "dama" "Spanish" "Spanish" "d" "stressed" -55.37 243.32 552.97 12.74 186.68 2153866481.14
"3198" "NSP_margalidaFornes_dama_spanish_1166" "margalid" "dama" "Spanish" "Spanish" "d" "stressed" -58 649.29 1152.65 4.64 24.92 7112196233.74
"3199" "NSP_margalidaFornes_dama_spanish_1240" "margalid" "dama" "Spanish" "Spanish" "d" "stressed" -50.49 538.95 930.59 5.22 36.2 4204570515.11
"3200" "NSP_margalidaFornes_danar_spanish_1016" "margalid" "danar" "Spanish" "Spanish" "d" "unstressed" -62.82 445.97 404.35 11.13 238.98 735862863.55
"3201" "NSP_margalidaFornes_danar_spanish_1148" "margalid" "danar" "Spanish" "Spanish" "d" "unstressed" -37 612.17 524.22 5.07 52.69 730323751.54
"3202" "NSP_margalidaFornes_danar_spanish_1210" "margalid" "danar" "Spanish" "Spanish" "d" "unstressed" -50.26 499.17 518.23 8.98 128.28 1250364774.16
"3203" "NSP_margalidaFornes_danesa_spanish_1060" "margalid" "danesa" "Spanish" "Spanish" "d" "unstressed" -52.73 464.78 358.61 9.35 228.53 431200677.3
"3204" "NSP_margalidaFornes_danesa_spanish_1092" "margalid" "danesa" "Spanish" "Spanish" "d" "unstressed" -28.32 478.57 443.91 10.98 211.25 960635172
"3205" "NSP_margalidaFornes_danesa_spanish_1258" "margalid" "danesa" "Spanish" "Spanish" "d" "unstressed" -47.74 687.6 649.92 4.49 30.49 1233238553.66
"3206" "NSP_margalidaFornes_danino_spanish_1086" "margalid" "danino" "Spanish" "Spanish" "d" "unstressed" -40.36 639.27 1643.09 3.77 13.62 16728108336.47
"3207" "NSP_margalidaFornes_danino_spanish_1106" "margalid" "danino" "Spanish" "Spanish" "d" "unstressed" -53.83 1691.1 2498.44 1.43 0.85 22278734082.68
"3208" "NSP_margalidaFornes_danino_spanish_1206" "margalid" "danino" "Spanish" "Spanish" "d" "unstressed" -49.82 605.36 498.01 8.25 102.75 1018441306.56
"3209" "NSP_margalidaFornes_dano_spanish_1156" "margalid" "dano" "Spanish" "Spanish" "d" "stressed" -72.16 1290.47 2056.79 1.99 3.11 17355029832.48
"3210" "NSP_margalidaFornes_dano_spanish_1272" "margalid" "dano" "Spanish" "Spanish" "d" "stressed" -65.16 627.72 517.03 4.39 31.86 607223080.05
"3211" "NSP_margalidaFornes_dano_spanish_1290" "margalid" "dano" "Spanish" "Spanish" "d" "stressed" -62.52 543.34 442.16 6.74 94.51 582601495.69
"3212" "NSP_margalidaFornes_danza_spanish_1178" "margalid" "danza" "Spanish" "Spanish" "d" "stressed" -70.23 671.14 866.64 6.9 67.11 4490009373.62
"3213" "NSP_margalidaFornes_danza_spanish_1186" "margalid" "danza" "Spanish" "Spanish" "d" "stressed" -68.62 739.87 498.49 3.37 20.01 417540586.08
"3214" "NSP_margalidaFornes_danza_spanish_1282" "margalid" "danza" "Spanish" "Spanish" "d" "stressed" -47.03 621.23 500.8 5.64 53.68 708802621.56
"3215" "NSP_margalidaFornes_danzar_spanish_1046" "margalid" "danzar" "Spanish" "Spanish" "d" "unstressed" -44.73 555.4 1147.24 5.44 33.25 8218913320.42
"3216" "NSP_margalidaFornes_danzar_spanish_1150" "margalid" "danzar" "Spanish" "Spanish" "d" "unstressed" -67.42 625.28 509.39 4.59 55.85 606095943.25
"3217" "NSP_margalidaFornes_danzar_spanish_1280" "margalid" "danzar" "Spanish" "Spanish" "d" "unstressed" -52.5 636.02 583.95 6.9 75.8 1373761681.53
"3218" "NSP_margalidaFornes_tabaco_spanish_1142" "margalid" "tabaco" "Spanish" "Spanish" "t" "unstressed" 10.72 564.53 386.8 8.95 177.43 517978386.46
"3219" "NSP_margalidaFornes_tabaco_spanish_1202" "margalid" "tabaco" "Spanish" "Spanish" "t" "unstressed" 11.83 523.29 436.95 9.56 177.21 797513057.2
"3220" "NSP_margalidaFornes_tabaco_spanish_1268" "margalid" "tabaco" "Spanish" "Spanish" "t" "unstressed" 11.51 560.7 431.24 8.54 164.28 685002393.26
"3221" "NSP_margalidaFornes_taberna_spanish_1072" "margalid" "taberna" "Spanish" "Spanish" "t" "unstressed" 11.17 648.24 473.36 6.22 89.68 659473095.98
"3222" "NSP_margalidaFornes_taberna_spanish_1180" "margalid" "taberna" "Spanish" "Spanish" "t" "unstressed" 12.96 508.36 494.37 9.63 192.96 1163596481.22
"3223" "NSP_margalidaFornes_taberna_spanish_1188" "margalid" "taberna" "Spanish" "Spanish" "t" "unstressed" 9.47 535.13 415.17 9.37 175.85 670254123.39
"3224" "NSP_margalidaFornes_tabla_spanish_1034" "margalid" "tabla" "Spanish" "Spanish" "t" "stressed" 13.31 530.26 807.48 7.83 79.38 4122889300.62
"3225" "NSP_margalidaFornes_tabla_spanish_1068" "margalid" "tabla" "Spanish" "Spanish" "t" "stressed" 13.37 1037.55 1260.36 3.74 18.71 7493015042.12
"3226" "NSP_margalidaFornes_tabla_spanish_1078" "margalid" "tabla" "Spanish" "Spanish" "t" "stressed" 15.22 799.22 1043.28 4.55 31.59 5172372013.44
"3227" "NSP_margalidaFornes_tactil_spanish_1052" "margalid" "tactil" "Spanish" "Spanish" "t" "stressed" 11.72 568.2 395.23 9.75 186.56 602083717.46
"3228" "NSP_margalidaFornes_tactil_spanish_1228" "margalid" "tactil" "Spanish" "Spanish" "t" "stressed" 12.54 564.17 414.27 7.83 129.11 556498916.6
"3229" "NSP_margalidaFornes_tactil_spanish_1288" "margalid" "tactil" "Spanish" "Spanish" "t" "stressed" 13.99 521.49 462.21 9.34 176.42 921809410.48
"3230" "NSP_margalidaFornes_tamano_spanish_1082" "margalid" "tamano" "Spanish" "Spanish" "t" "unstressed" 11.65 607.47 649.06 7.09 76.83 1938814981.32
"3231" "NSP_margalidaFornes_tamano_spanish_1084" "margalid" "tamano" "Spanish" "Spanish" "t" "unstressed" 12.89 537.02 766.9 8.11 87.42 3656060849.96
"3232" "NSP_margalidaFornes_tamano_spanish_1196" "margalid" "tamano" "Spanish" "Spanish" "t" "unstressed" 11.27 497.61 423.65 11.42 231.96 868295888.91
"3233" "NSP_margalidaFornes_tambien_spanish_1120" "margalid" "tambien" "Spanish" "Spanish" "t" "unstressed" 9.86 571.2 346.52 7.7 164.24 320282543.52
"3234" "NSP_margalidaFornes_tambien_spanish_1244" "margalid" "tambien" "Spanish" "Spanish" "t" "unstressed" 11.1 634.42 468.16 5.87 80.59 602423684.49
"3235" "NSP_margalidaFornes_tambien_spanish_1262" "margalid" "tambien" "Spanish" "Spanish" "t" "unstressed" 8.79 668.6 446.1 6.83 87.61 606467508.32
"3236" "NSP_margalidaFornes_tampoco_spanish_1124" "margalid" "tampoco" "Spanish" "Spanish" "t" "unstressed" 14.3 504.12 640.16 8.37 105.66 2195830085.62
"3237" "NSP_margalidaFornes_tampoco_spanish_1168" "margalid" "tampoco" "Spanish" "Spanish" "t" "unstressed" 17.18 767.9 1252.89 4.69 27 9227986117.28
"3238" "NSP_margalidaFornes_tampoco_spanish_1194" "margalid" "tampoco" "Spanish" "Spanish" "t" "unstressed" 10.99 667.24 522.66 8.61 115.06 1229172081.77
"3239" "NSP_margalidaFornes_tanque_spanish_1132" "margalid" "tanque" "Spanish" "Spanish" "t" "stressed" 13.59 697.11 765.79 6.18 63.46 2775411035.16
"3240" "NSP_margalidaFornes_tanque_spanish_1144" "margalid" "tanque" "Spanish" "Spanish" "t" "stressed" 10.28 610.84 441.69 6.23 80.48 536832386.01
"3241" "NSP_margalidaFornes_tanque_spanish_1286" "margalid" "tanque" "Spanish" "Spanish" "t" "stressed" 14.58 693.3 972.93 5.94 47.29 5474901763.94
"3242" "NSP_margalidaFornes_tanto_spanish_1020" "margalid" "tanto" "Spanish" "Spanish" "t" "stressed" 11.95 505.96 475.47 9.65 166.21 1036992951.78
"3243" "NSP_margalidaFornes_tanto_spanish_1038" "margalid" "tanto" "Spanish" "Spanish" "t" "stressed" 11.35 568.18 486.55 7.96 118.86 917300006.99
"3244" "NSP_margalidaFornes_tanto_spanish_1096" "margalid" "tanto" "Spanish" "Spanish" "t" "stressed" 10.66 526.69 422.26 10.03 185.69 755489928.39
"3245" "NSP_margalidaFornes_taza_spanish_1128" "margalid" "taza" "Spanish" "Spanish" "t" "stressed" 13.77 1307.58 1599.19 2.25 5.8 9211901743.14
"3246" "NSP_margalidaFornes_taza_spanish_1200" "margalid" "taza" "Spanish" "Spanish" "t" "stressed" 10.28 735.85 632.09 3.82 23.78 963926201.44
"3247" "NSP_margalidaFornes_taza_spanish_1248" "margalid" "taza" "Spanish" "Spanish" "t" "stressed" 10.92 685.65 782.19 7.61 70.06 3643050999.13
"3248" "NSP_mariaGarcia_daba_spanish_1044" "mariaGar" "daba" "Spanish" "Spanish" "d" "stressed" -95.52 995.48 1168.15 2.41 10.29 3835706607.62
"3249" "NSP_mariaGarcia_daba_spanish_1056" "mariaGar" "daba" "Spanish" "Spanish" "d" "stressed" -64.69 516.3 359.61 8.16 147.05 379264513.2
"3250" "NSP_mariaGarcia_daba_spanish_1134" "mariaGar" "daba" "Spanish" "Spanish" "d" "stressed" 14.45 553.48 386.43 8.19 149.1 472460448.87
"3251" "NSP_mariaGarcia_daba_spanish_1158" "mariaGar" "daba" "Spanish" "Spanish" "d" "stressed" -95.45 629 534.72 4.92 52.13 752127788.75
"3252" "NSP_mariaGarcia_daba_spanish_1242" "mariaGar" "daba" "Spanish" "Spanish" "d" "stressed" -64.24 472.62 426.14 10.41 181.26 805240172.42
"3253" "NSP_mariaGarcia_daga_spanish_1267" "mariaGar" "daga" "Spanish" "Spanish" "d" "stressed" -98.92 721.13 560.76 3.9 38.46 687453499.39
"3254" "NSP_mariaGarcia_daltonico_spanish_1052" "mariaGar" "daltonico" "Spanish" "Spanish" "d" "unstressed" 14.45 913.28 877.13 3.11 21.27 2097127111.88
"3255" "NSP_mariaGarcia_daltonico_spanish_1078" "mariaGar" "daltonico" "Spanish" "Spanish" "d" "unstressed" 17.28 530.53 325.49 8.78 244.34 302899057.13
"3256" "NSP_mariaGarcia_daltonico_spanish_1226" "mariaGar" "daltonico" "Spanish" "Spanish" "d" "unstressed" -43.8 528.76 397.4 8.04 142.96 504312721.61
"3257" "NSP_mariaGarcia_dama_spanish_1048" "mariaGar" "dama" "Spanish" "Spanish" "d" "stressed" -90.19 626.66 559.54 4.63 41.69 811417635.55
"3258" "NSP_mariaGarcia_dama_spanish_1066" "mariaGar" "dama" "Spanish" "Spanish" "d" "stressed" -104.33 686.96 1112.39 4.7 28.02 6469944791.1
