"token" "subject" "word" "group" "language" "cons" "stress" "vot" "cog" "sd" "skew" "kurt" "cm"
"1029" "BIL_karlaNavarro_tamano_spanish_1250" "karlaNav" "tamano" "bilingual" "Spanish" "t" "unstressed" 9.24 551.99 392.9 10.39 225.44 630039949.43
"1030" "BIL_karlaNavarro_tambien_spanish_1086" "karlaNav" "tambien" "bilingual" "Spanish" "t" "unstressed" 15.9 470.37 1010.95 8.55 99.2 8834440222.45
"1031" "BIL_karlaNavarro_tambien_spanish_1096" "karlaNav" "tambien" "bilingual" "Spanish" "t" "unstressed" 11.84 509.14 413.85 9.92 211.7 703057535.22
"1032" "BIL_karlaNavarro_tambien_spanish_1166" "karlaNav" "tambien" "bilingual" "Spanish" "t" "unstressed" 9.4 568.51 734.24 8.4 94.49 3325442019.77
"1033" "BIL_karlaNavarro_tambourine_english_1140" "karlaNav" "tambourine" "bilingual" "English" "t" "unstressed" 53.99 6562.49 2108.7 -0.79 1.65 -7427135553.86
"1034" "BIL_karlaNavarro_tambourine_english_1144" "karlaNav" "tambourine" "bilingual" "English" "t" "unstressed" 49.47 7028.78 1839.99 -1.03 2.8 -6432012648.22
"1035" "BIL_karlaNavarro_tambourine_english_1272" "karlaNav" "tambourine" "bilingual" "English" "t" "unstressed" 61.6 4544.57 2743.29 0.2 -0.4 4026861151.49
"1036" "BIL_karlaNavarro_tampoco_spanish_1024" "karlaNav" "tampoco" "bilingual" "Spanish" "t" "unstressed" 12.76 452.5 683.92 10.94 157.12 3500718885.81
"1037" "BIL_karlaNavarro_tampoco_spanish_1178" "karlaNav" "tampoco" "bilingual" "Spanish" "t" "unstressed" 12.83 669.56 1200.22 6.26 46.24 10818682268.16
"1038" "BIL_karlaNavarro_tampoco_spanish_1194" "karlaNav" "tampoco" "bilingual" "Spanish" "t" "unstressed" 12.02 707.83 900 4.27 30.32 3115348429.04
"1039" "BIL_karlaNavarro_tanker_english_1152" "karlaNav" "tanker" "bilingual" "English" "t" "stressed" 65.44 5704.72 1914.63 0.99 0.57 6929946771.17
"1040" "BIL_karlaNavarro_tanker_english_1180" "karlaNav" "tanker" "bilingual" "English" "t" "stressed" 37.46 3918.75 2210.05 0.23 0.64 2495024223.09
"1041" "BIL_karlaNavarro_tanker_english_1216" "karlaNav" "tanker" "bilingual" "English" "t" "stressed" 70.33 7629.21 2673.82 -0.73 0.44 -13985559360.66
"1042" "BIL_karlaNavarro_tanque_spanish_1054" "karlaNav" "tanque" "bilingual" "Spanish" "t" "stressed" 15.12 592.97 1206.7 6.46 58.67 11355117552.56
"1043" "BIL_karlaNavarro_tanque_spanish_1094" "karlaNav" "tanque" "bilingual" "Spanish" "t" "stressed" 8.95 514.26 386.73 11.53 295.68 666891283.05
"1044" "BIL_karlaNavarro_tanque_spanish_1254" "karlaNav" "tanque" "bilingual" "Spanish" "t" "stressed" 11.31 611.32 1004.31 6.78 52.47 6864033924.58
"1045" "BIL_karlaNavarro_tanto_spanish_1100" "karlaNav" "tanto" "bilingual" "Spanish" "t" "stressed" 10.67 561.87 421.56 9.98 195.93 747464525.12
"1046" "BIL_karlaNavarro_tanto_spanish_1142" "karlaNav" "tanto" "bilingual" "Spanish" "t" "stressed" 8.66 624.23 352.8 6.19 144.45 271626682.52
"1047" "BIL_karlaNavarro_tantrum_english_1196" "karlaNav" "tantrum" "bilingual" "English" "t" "stressed" 58.3 3787.28 2789.49 0.51 -0.24 11151467685.44
"1048" "BIL_karlaNavarro_tantrum_english_1232" "karlaNav" "tantrum" "bilingual" "English" "t" "stressed" 88.55 4404.39 2039.43 0.34 2.34 2872102795.56
"1049" "BIL_karlaNavarro_tantrum_english_1248" "karlaNav" "tantrum" "bilingual" "English" "t" "stressed" 48.72 4522.14 2779.58 0.1 -0.53 2130128402.08
"1050" "BIL_karlaNavarro_tapioca_english_1106" "karlaNav" "tapioca" "bilingual" "English" "t" "unstressed" 53.06 5586.14 2549.58 -0.19 -0.11 -3211211529.36
"1051" "BIL_karlaNavarro_tapioca_english_1188" "karlaNav" "tapioca" "bilingual" "English" "t" "unstressed" 7.75 467.06 342.3 12.53 380.05 502437582.43
"1052" "BIL_karlaNavarro_tapioca_english_1206" "karlaNav" "tapioca" "bilingual" "English" "t" "unstressed" 37.37 4812.27 2389.9 -0.35 0.52 -4808325019.13
"1053" "BIL_karlaNavarro_tattoo_english_1112" "karlaNav" "tattoo" "bilingual" "English" "t" "unstressed" 52.22 4489.11 2753.58 0.07 -0.66 1511767585.89
"1054" "BIL_karlaNavarro_tattoo_english_1222" "karlaNav" "tattoo" "bilingual" "English" "t" "unstressed" 43.01 5591.26 2953.34 -0.41 -0.89 -10648719190.02
"1055" "BIL_karlaNavarro_tattoo_english_1268" "karlaNav" "tattoo" "bilingual" "English" "t" "unstressed" 47.11 5719.63 2860.33 -0.2 -0.58 -4576769633.44
"1056" "BIL_karlaNavarro_tattooing_english_1088" "karlaNav" "tattooing" "bilingual" "English" "t" "unstressed" 38.42 5889.54 2864.01 -0.49 -0.67 -11483747413.98
"1057" "BIL_karlaNavarro_tattooing_english_1198" "karlaNav" "tattooing" "bilingual" "English" "t" "unstressed" 61.77 5295.42 2277.69 0.06 0.31 651576781.97
"1058" "BIL_karlaNavarro_tattooing_english_1278" "karlaNav" "tattooing" "bilingual" "English" "t" "unstressed" 45.32 5189.91 1984.99 0.14 1.89 1093013952.45
"1059" "BIL_karlaNavarro_taza_spanish_1056" "karlaNav" "taza" "bilingual" "Spanish" "t" "stressed" 11.41 697.32 421.86 5.66 121.87 425206759.08
"1060" "BIL_karlaNavarro_taza_spanish_1098" "karlaNav" "taza" "bilingual" "Spanish" "t" "stressed" 7.26 695.59 387.93 5.27 81.62 307841682.91
"1061" "BIL_karlaNavarro_taza_spanish_1280" "karlaNav" "taza" "bilingual" "Spanish" "t" "stressed" 10.37 614.12 314.28 6.58 169.41 204132228.01
"1062" "BIL_lindaLopez_daba_spanish_1124" "lindaLop" "daba" "bilingual" "Spanish" "d" "stressed" 26.35 671.56 1002.46 4.83 41.99 4867330177.16
"1063" "BIL_lindaLopez_daga_spanish_1004" "lindaLop" "daga" "bilingual" "Spanish" "d" "stressed" 20.5 678.36 1184.83 5.11 43.23 8498101692.01
"1064" "BIL_lindaLopez_daga_spanish_1040" "lindaLop" "daga" "bilingual" "Spanish" "d" "stressed" 30.6 1111.24 1482.4 3.83 21.54 12474840844.68
"1065" "BIL_lindaLopez_daga_spanish_1302" "lindaLop" "daga" "bilingual" "Spanish" "d" "stressed" -75.36 610.83 638 4.14 31.59 1075091789.79
"1066" "BIL_lindaLopez_daga_spanish_1488" "lindaLop" "daga" "bilingual" "Spanish" "d" "stressed" 26.61 453.81 893.75 5.31 42.63 3789353660.83
"1067" "BIL_lindaLopez_daga_spanish_1510" "lindaLop" "daga" "bilingual" "Spanish" "d" "stressed" -72.34 824.18 592.73 2.35 9.53 489710630.15
"1068" "BIL_lindaLopez_dagger_english_1206" "lindaLop" "dagger" "bilingual" "English" "d" "stressed" 35 545.93 849.68 5.24 34.02 3216828554.57
"1069" "BIL_lindaLopez_dagger_english_1466" "lindaLop" "dagger" "bilingual" "English" "d" "stressed" 11.88 524.72 439.77 5 45.81 424905497.61
"1070" "BIL_lindaLopez_dagger_english_1482" "lindaLop" "dagger" "bilingual" "English" "d" "stressed" 21.83 404.77 743.39 7.11 68.6 2922968380.23
"1071" "BIL_lindaLopez_dakota_english_1074" "lindaLop" "dakota" "bilingual" "English" "d" "unstressed" 17.05 686.09 1103.03 4.25 28.17 5709233898.36
"1072" "BIL_lindaLopez_dakota_english_1168" "lindaLop" "dakota" "bilingual" "English" "d" "unstressed" 46.76 5022.6 3882.45 0.16 -1.35 9404309438.64
"1073" "BIL_lindaLopez_dakota_english_1282" "lindaLop" "dakota" "bilingual" "English" "d" "unstressed" 24.91 1428.03 2143.13 2.36 6.07 23205981624.86
"1074" "BIL_lindaLopez_daltonian_english_1324" "lindaLop" "daltonian" "bilingual" "English" "d" "unstressed" 27.83 4934 3802.92 0.23 -1.21 12746157965.85
"1075" "BIL_lindaLopez_daltonian_english_1354" "lindaLop" "daltonian" "bilingual" "English" "d" "unstressed" -58.66 1125.11 2206.31 3.27 10.34 35152002343.69
"1076" "BIL_lindaLopez_daltonian_english_1498" "lindaLop" "daltonian" "bilingual" "English" "d" "unstressed" 49.49 3099.1 3213.88 1.04 -0.13 34426326148.82
"1077" "BIL_lindaLopez_daltonico_spanish_1246" "lindaLop" "daltonico" "bilingual" "Spanish" "d" "unstressed" 32.4 859.12 708.95 6.53 113.98 2327609449.82
"1078" "BIL_lindaLopez_daltonico_spanish_1480" "lindaLop" "daltonico" "bilingual" "Spanish" "d" "unstressed" 23.19 486 956.44 6.84 67.71 5981321202.57
"1079" "BIL_lindaLopez_daltonico_spanish_1522" "lindaLop" "daltonico" "bilingual" "Spanish" "d" "unstressed" -74.62 845.53 666.89 2.52 8.86 748245982.9
"1080" "BIL_lindaLopez_dama_spanish_1054" "lindaLop" "dama" "bilingual" "Spanish" "d" "stressed" 32.66 1466.21 1437.53 2.26 8.38 6721761905.88
"1081" "BIL_lindaLopez_dama_spanish_1164" "lindaLop" "dama" "bilingual" "Spanish" "d" "stressed" 12.02 690.15 640.1 4.47 41.39 1171941000.89
"1082" "BIL_lindaLopez_dama_spanish_1182" "lindaLop" "dama" "bilingual" "Spanish" "d" "stressed" 22.03 432.15 711.39 7.83 104.12 2818837616.78
"1083" "BIL_lindaLopez_damage_english_1058" "lindaLop" "damage" "bilingual" "English" "d" "stressed" 16.46 506.37 639.17 6.38 69.62 1667194110.14
"1084" "BIL_lindaLopez_damage_english_1130" "lindaLop" "damage" "bilingual" "English" "d" "stressed" 15.96 447.06 845.51 10.13 129.88 6123384490.26
"1085" "BIL_lindaLopez_damage_english_1484" "lindaLop" "damage" "bilingual" "English" "d" "stressed" 18.19 792.99 1091.8 3.55 21.5 4617613787.32
"1086" "BIL_lindaLopez_damnation_english_1212" "lindaLop" "damnation" "bilingual" "English" "d" "unstressed" 20.94 673.38 1240.24 4.03 22.77 7694886874.45
"1087" "BIL_lindaLopez_damnation_english_1306" "lindaLop" "damnation" "bilingual" "English" "d" "unstressed" 25.73 1018.4 1601.34 2.25 6.18 9224473927.41
"1088" "BIL_lindaLopez_damnation_english_1442" "lindaLop" "damnation" "bilingual" "English" "d" "unstressed" 27.99 543.56 944.22 6.88 59.5 5790975926.71
"1089" "BIL_lindaLopez_damper_english_1126" "lindaLop" "damper" "bilingual" "English" "d" "stressed" 29.35 982.3 1765.64 3.58 15.59 19693502664.14
"1090" "BIL_lindaLopez_damper_english_1274" "lindaLop" "damper" "bilingual" "English" "d" "stressed" 11.65 719.68 727.38 2.63 9.51 1012329938.55
"1091" "BIL_lindaLopez_damper_english_1366" "lindaLop" "damper" "bilingual" "English" "d" "stressed" 13.52 751.9 963.32 2.85 11.3 2548783093.97
"1092" "BIL_lindaLopez_danar_spanish_1108" "lindaLop" "danar" "bilingual" "Spanish" "d" "unstressed" 27.84 597.89 444.58 7.2 104.65 632802585.29
"1093" "BIL_lindaLopez_danar_spanish_1264" "lindaLop" "danar" "bilingual" "Spanish" "d" "unstressed" 21.96 750.01 1311.98 4.31 25.61 9727061572.15
"1094" "BIL_lindaLopez_danar_spanish_1268" "lindaLop" "danar" "bilingual" "Spanish" "d" "unstressed" 23.15 1821.93 1633.91 2.11 8.36 9199065822.65
"1095" "BIL_lindaLopez_dancette_english_1518" "lindaLop" "dancette" "bilingual" "English" "d" "unstressed" 20.18 470.56 874.34 5.37 47.19 3586411122.08
"1096" "BIL_lindaLopez_dancette_english_1542" "lindaLop" "dancette" "bilingual" "English" "d" "unstressed" 19.65 472.42 916.48 6.92 63.13 5328035475.84
"1097" "BIL_lindaLopez_dancing_english_1100" "lindaLop" "dancing" "bilingual" "English" "d" "stressed" 25.69 928.39 1175.62 3.41 26.34 5534259872.74
"1098" "BIL_lindaLopez_dancing_english_1406" "lindaLop" "dancing" "bilingual" "English" "d" "stressed" 20.52 395.35 677.82 6.79 89.53 2113973249.54
"1099" "BIL_lindaLopez_dancing_english_1470" "lindaLop" "dancing" "bilingual" "English" "d" "stressed" 22.03 386.79 763 7.75 78.72 3442683954.49
"1100" "BIL_lindaLopez_danesa_spanish_1092" "lindaLop" "danesa" "bilingual" "Spanish" "d" "unstressed" 30.72 2023.28 2845.15 1.52 1.38 35047569546.15
"1101" "BIL_lindaLopez_danesa_spanish_1280" "lindaLop" "danesa" "bilingual" "Spanish" "d" "unstressed" 26.18 826.22 1419.55 4.53 28.31 12964856496.14
"1102" "BIL_lindaLopez_danesa_spanish_1524" "lindaLop" "danesa" "bilingual" "Spanish" "d" "unstressed" 15.09 412.43 498.46 11.28 213.56 1397353049.73
"1103" "BIL_lindaLopez_danielle_english_1508" "lindaLop" "danielle" "bilingual" "English" "d" "unstressed" 25.66 576.35 1097.28 5.72 41.06 7553449836.29
"1104" "BIL_lindaLopez_danielle_english_1556" "lindaLop" "danielle" "bilingual" "English" "d" "unstressed" 17.04 370.79 525.72 8.63 126.67 1253772095.12
"1105" "BIL_lindaLopez_danino_spanish_1050" "lindaLop" "danino" "bilingual" "Spanish" "d" "unstressed" 16.01 531.2 544.88 5.9 82.59 953798454.76
"1106" "BIL_lindaLopez_danino_spanish_1174" "lindaLop" "danino" "bilingual" "Spanish" "d" "unstressed" 11.47 630.9 460.09 3.92 47 381799376.41
"1107" "BIL_lindaLopez_danino_spanish_1362" "lindaLop" "danino" "bilingual" "Spanish" "d" "unstressed" 38.5 1030.14 1487.34 3.18 14.04 10457188069.68
"1108" "BIL_lindaLopez_dano_spanish_1106" "lindaLop" "dano" "bilingual" "Spanish" "d" "stressed" -62.14 404.58 465.17 12.69 286.28 1276990687.04
"1109" "BIL_lindaLopez_dano_spanish_1176" "lindaLop" "dano" "bilingual" "Spanish" "d" "stressed" 0 422.05 225.85 12.09 379.71 139240319.19
"1110" "BIL_lindaLopez_dano_spanish_1216" "lindaLop" "dano" "bilingual" "Spanish" "d" "stressed" 23.7 983.76 1379.98 3.38 17.14 8870492754.56
"1111" "BIL_lindaLopez_danza_spanish_1036" "lindaLop" "danza" "bilingual" "Spanish" "d" "stressed" 26.02 1757.68 1562.68 1.82 5.25 6956436222.53
"1112" "BIL_lindaLopez_danza_spanish_1080" "lindaLop" "danza" "bilingual" "Spanish" "d" "stressed" -116.73 823.51 658.05 2.55 21.76 727736883.73
"1113" "BIL_lindaLopez_danza_spanish_1440" "lindaLop" "danza" "bilingual" "Spanish" "d" "stressed" 9.11 841.06 452.26 2.28 13.02 211286643.41
"1114" "BIL_lindaLopez_danzar_spanish_1228" "lindaLop" "danzar" "bilingual" "Spanish" "d" "unstressed" 20.75 531.57 873.32 7.71 81.99 5135486524.47
"1115" "BIL_lindaLopez_danzar_spanish_1380" "lindaLop" "danzar" "bilingual" "Spanish" "d" "unstressed" 20.22 1042.09 1758.21 2.3 4.75 12476823596.83
"1116" "BIL_lindaLopez_danzar_spanish_1430" "lindaLop" "danzar" "bilingual" "Spanish" "d" "unstressed" 20.7 663.93 1078.58 4.09 23.04 5136567681.3
"1117" "BIL_lindaLopez_dazzle_english_1250" "lindaLop" "dazzle" "bilingual" "English" "d" "stressed" 26.02 2257.55 2277.08 0.97 0.81 11440490493.81
"1118" "BIL_lindaLopez_dazzle_english_1428" "lindaLop" "dazzle" "bilingual" "English" "d" "stressed" 21.74 412.66 787.33 5.59 39.89 2727723822.82
"1119" "BIL_lindaLopez_dazzle_english_1512" "lindaLop" "dazzle" "bilingual" "English" "d" "stressed" 16.01 516.89 528.53 4.83 44.41 713118856.22
"1120" "BIL_lindaLopez_tabaco_spanish_1290" "lindaLop" "tabaco" "bilingual" "Spanish" "t" "unstressed" 11.56 480.3 839.7 7.78 79.23 4608158010.65
"1121" "BIL_lindaLopez_tabaco_spanish_1450" "lindaLop" "tabaco" "bilingual" "Spanish" "t" "unstressed" 12.98 420.71 627.99 8.3 112.18 2055563865
"1122" "BIL_lindaLopez_tabaco_spanish_1468" "lindaLop" "tabaco" "bilingual" "Spanish" "t" "unstressed" 17.52 1057.95 1374.62 2.77 11.3 7190417332.76
"1123" "BIL_lindaLopez_taberna_spanish_1464" "lindaLop" "taberna" "bilingual" "Spanish" "t" "unstressed" 13.41 679.54 630.72 2.91 21.21 728894389.54
"1124" "BIL_lindaLopez_taberna_spanish_1566" "lindaLop" "taberna" "bilingual" "Spanish" "t" "unstressed" 33.59 925.85 1384.28 2.98 15.47 7913866019.77
"1125" "BIL_lindaLopez_tabla_spanish_1062" "lindaLop" "tabla" "bilingual" "Spanish" "t" "stressed" 14.09 489.92 409.06 7.31 144.4 500033718.95
"1126" "BIL_lindaLopez_tabla_spanish_1180" "lindaLop" "tabla" "bilingual" "Spanish" "t" "stressed" 16.28 1148.97 1894.38 2.79 8.78 18981319491.07
"1127" "BIL_lindaLopez_tabla_spanish_1244" "lindaLop" "tabla" "bilingual" "Spanish" "t" "stressed" 10.61 534.5 390.61 9.4 229.66 560239982.44
"1128" "BIL_lindaLopez_tabloid_english_1066" "lindaLop" "tabloid" "bilingual" "English" "t" "stressed" 80.95 7701.59 2310.98 -0.56 1.66 -6925507266.55
"1129" "BIL_lindaLopez_tabloid_english_1546" "lindaLop" "tabloid" "bilingual" "English" "t" "stressed" 93.97 4256.1 2236.52 0.39 1.48 4410656212.99
"1130" "BIL_lindaLopez_taboo_english_1044" "lindaLop" "taboo" "bilingual" "English" "t" "unstressed" 69.08 3910.14 3687.45 1.12 0.71 55933510032.05
"1131" "BIL_lindaLopez_taboo_english_1090" "lindaLop" "taboo" "bilingual" "English" "t" "unstressed" 75.29 4463.03 3397.86 0.38 -0.91 14747676566.07
"1132" "BIL_lindaLopez_taboo_english_1314" "lindaLop" "taboo" "bilingual" "English" "t" "unstressed" 76.42 4990.65 3541.07 0.28 -0.7 12223730730.71
"1133" "BIL_lindaLopez_tackle_english_1292" "lindaLop" "tackle" "bilingual" "English" "t" "stressed" 95.71 6663.74 4204.21 0.27 -0.76 20403839790.1
"1134" "BIL_lindaLopez_tackle_english_1296" "lindaLop" "tackle" "bilingual" "English" "t" "stressed" 93.25 7322.68 3651.71 -0.68 -0.7 -33330507325.71
"1135" "BIL_lindaLopez_tackle_english_1320" "lindaLop" "tackle" "bilingual" "English" "t" "stressed" 109.07 5684.55 3780.68 0.15 -0.93 8250269455.44
"1136" "BIL_lindaLopez_tactics_english_1128" "lindaLop" "tactics" "bilingual" "English" "t" "stressed" 59.06 2494.71 2914.38 1.46 1.37 36200346044.79
"1137" "BIL_lindaLopez_tactics_english_1248" "lindaLop" "tactics" "bilingual" "English" "t" "stressed" 61.63 6783.6 4233.12 0.04 -1.14 3330853263.98
"1138" "BIL_lindaLopez_tactics_english_1330" "lindaLop" "tactics" "bilingual" "English" "t" "stressed" 80.96 4323.76 3708.77 0.46 -1.05 23589142136.23
"1139" "BIL_lindaLopez_tactil_spanish_1294" "lindaLop" "tactil" "bilingual" "Spanish" "t" "stressed" 12.72 631 714.39 4.8 35.7 1749891164.36
"1140" "BIL_lindaLopez_tactil_spanish_1322" "lindaLop" "tactil" "bilingual" "Spanish" "t" "stressed" 9.35 500.55 462.16 5.41 78.44 534326980.02
"1141" "BIL_lindaLopez_tactil_spanish_1338" "lindaLop" "tactil" "bilingual" "Spanish" "t" "stressed" 8.93 433.74 386.32 6.07 106.87 350184877.35
"1142" "BIL_lindaLopez_tamano_spanish_1394" "lindaLop" "tamano" "bilingual" "Spanish" "t" "unstressed" 51.13 1347.33 2420.01 3.31 11.53 46926864852.91
"1143" "BIL_lindaLopez_tamano_spanish_1420" "lindaLop" "tamano" "bilingual" "Spanish" "t" "unstressed" 27 1282.77 1323.82 2.99 14.45 6927015469.11
"1144" "BIL_lindaLopez_tamano_spanish_1558" "lindaLop" "tamano" "bilingual" "Spanish" "t" "unstressed" 9.58 491.71 451.5 6.14 85.69 565266835.58
"1145" "BIL_lindaLopez_tambien_spanish_1226" "lindaLop" "tambien" "bilingual" "Spanish" "t" "unstressed" 18.5 622.64 741 6.3 79 2561345644.52
"1146" "BIL_lindaLopez_tambien_spanish_1272" "lindaLop" "tambien" "bilingual" "Spanish" "t" "unstressed" 13.12 649.71 1083.61 5.2 34.75 6612037643.81
"1147" "BIL_lindaLopez_tambien_spanish_1422" "lindaLop" "tambien" "bilingual" "Spanish" "t" "unstressed" 23.69 1040.07 1365.57 2.78 13.74 7072656075.01
"1148" "BIL_lindaLopez_tambourine_english_1132" "lindaLop" "tambourine" "bilingual" "English" "t" "unstressed" 70.36 4430.55 2697.42 0.45 0.35 8817697756.19
"1149" "BIL_lindaLopez_tambourine_english_1158" "lindaLop" "tambourine" "bilingual" "English" "t" "unstressed" 93.96 4952.21 3456.65 0.31 -0.77 12852001153.03
"1150" "BIL_lindaLopez_tambourine_english_1446" "lindaLop" "tambourine" "bilingual" "English" "t" "unstressed" 56.37 2569.15 1717.09 0.6 2.26 3014398933.16
"1151" "BIL_lindaLopez_tampoco_spanish_1348" "lindaLop" "tampoco" "bilingual" "Spanish" "t" "unstressed" 6.3 635.1 543.01 4.5 51.68 721214054.58
"1152" "BIL_lindaLopez_tampoco_spanish_1412" "lindaLop" "tampoco" "bilingual" "Spanish" "t" "unstressed" 12.95 476.34 887.32 6.93 69.57 4841172907.24
"1153" "BIL_lindaLopez_tampoco_spanish_1526" "lindaLop" "tampoco" "bilingual" "Spanish" "t" "unstressed" 22.7 1203.01 1456.65 3.27 19.48 10109674056.37
"1154" "BIL_lindaLopez_tanker_english_1376" "lindaLop" "tanker" "bilingual" "English" "t" "stressed" 53.85 3578.97 2563.57 0.75 0.85 12586647868.12
"1155" "BIL_lindaLopez_tanker_english_1396" "lindaLop" "tanker" "bilingual" "English" "t" "stressed" 67.36 5926.35 3684.9 -0.24 -1.29 -12255577035.64
"1156" "BIL_lindaLopez_tanker_english_1402" "lindaLop" "tanker" "bilingual" "English" "t" "stressed" 91.16 5103.55 2477.88 0.43 0.58 6490382459.62
"1157" "BIL_lindaLopez_tanque_spanish_1160" "lindaLop" "tanque" "bilingual" "Spanish" "t" "stressed" 10.04 502.96 684.76 7.52 95.92 2414018807.62
"1158" "BIL_lindaLopez_tanque_spanish_1458" "lindaLop" "tanque" "bilingual" "Spanish" "t" "stressed" 17.09 518.77 866.53 6 53.62 3902582750.22
"1159" "BIL_lindaLopez_tanto_spanish_1202" "lindaLop" "tanto" "bilingual" "Spanish" "t" "stressed" 8.12 607.03 485.67 7.42 137.52 850134818.94
"1160" "BIL_lindaLopez_tanto_spanish_1286" "lindaLop" "tanto" "bilingual" "Spanish" "t" "stressed" 13.21 586.33 956.19 6.7 72.24 5854257279.15
"1161" "BIL_lindaLopez_tantrum_english_1172" "lindaLop" "tantrum" "bilingual" "English" "t" "stressed" 146.83 6025.09 3074.83 -0.08 -0.42 -2430641059.68
"1162" "BIL_lindaLopez_tantrum_english_1204" "lindaLop" "tantrum" "bilingual" "English" "t" "stressed" 78.92 3986.61 3515.71 0.47 -1 20613979867.76
"1163" "BIL_lindaLopez_tantrum_english_1388" "lindaLop" "tantrum" "bilingual" "English" "t" "stressed" 72.72 5499.23 3822.87 0.13 -1.09 7206283972.52
"1164" "BIL_lindaLopez_tapioca_english_1270" "lindaLop" "tapioca" "bilingual" "English" "t" "unstressed" 71.14 4444.75 4099.93 0.41 -1.5 28325559034.97
"1165" "BIL_lindaLopez_tapioca_english_1474" "lindaLop" "tapioca" "bilingual" "English" "t" "unstressed" 86.34 5180.1 2722.75 0.27 -0.26 5476959980.91
"1166" "BIL_lindaLopez_tattoo_english_1424" "lindaLop" "tattoo" "bilingual" "English" "t" "unstressed" 88.46 5136.92 3637.61 0.11 -1.43 5421949823.81
"1167" "BIL_lindaLopez_tattooing_english_1416" "lindaLop" "tattooing" "bilingual" "English" "t" "unstressed" 58.5 5218.77 2837.14 -0.07 -0.18 -1614195089.03
